track_name,emotion,album,track_id,danceability,energy,key,loudness,mode,speechiness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
Bulleya,1,Ae Dil Hai Mushkil (Original Motion Picture Soundtrack) [Deluxe Edition],0Bz7dfqPY4JOGZO3O1j8Wh,0.552,0.769,2,-4.504,0,0.0465,0,0.112,0.702,86.957,348966,4
"Dheeme Dheeme (From ""Pati Patni Aur Woh"")",1,"Dheeme Dheeme (From ""Pati Patni Aur Woh"")",7ofWUKeNCUw1P64ArIwG9b,0.8,0.972,10,-2.053,0,0.0405,0.00337,0.351,0.694,110.054,177383,4
"Aadat Se Majboor (From ""Ladies V/s Ricky Bahl"")",1,My Ultimate Bollywood Party 2012,7wFeoieylSyYkmx3aLlfyx,0.83,0.594,9,-9.389,0,0.0749,3.64E-05,0.0857,0.823,115.018,274827,4
Tu Bin Bataye,1,Rang De Basanti (Original Motion Picture Soundtrack),1jjSjma0cfNUhyOUzQqt6J,0.528,0.427,1,-10.848,1,0.0325,0.0188,0.0931,0.11,120.076,357627,4
Samjhawan,1,Humpty Sharma Ki Dulhania (Original Motion Picture Soundtrack),4LO5DjN6Tp3UkUvgESuy2t,0.65,0.482,4,-8.667,1,0.0281,0,0.0811,0.517,106.994,269185,4
"Tu Meri Dost Hain (From ""Yuvvraaj"")",1,AR Rahman Musique,2EYBcS36IcrLX6so7niET9,0.686,0.707,7,-5.906,1,0.0255,3.22E-05,0.343,0.495,99.99,371659,4
"Kaise Mujhe (From ""Ghajini"")",1,AR Rahman Musique,4OOxNBOfqcVgEJfm8cWscr,0.59,0.414,10,-12.391,1,0.0346,0.000522,0.146,0.292,82.002,343742,4
Kya Mujhe Pyaar Hai,1,Woh Lamhe,3HFjh7QljnUCBLsoTwMuTj,0.644,0.818,6,-5.924,0,0.0549,2.62E-05,0.0806,0.789,118.477,266653,4
Sauda Khara Khara,2,"Sauda Khara Khara (From ""Good Newwz"")",4LLvxxkWtt818FNO3cbsdo,0.687,0.919,10,-3.28,1,0.0635,4.38E-06,0.105,0.877,145.037,211034,4
Afghan Jalebi (Film Version),2,Phantom,1rEVydQSe04NJUqyyEyeEq,0.84,0.884,0,-3.217,1,0.334,0,0.0885,0.972,118.007,224207,4
High Heels Te Nachche,2,Ki &amp; Ka,1bAa1OyefOhXdqnL8dlxFt,0.796,0.85,1,-3.641,1,0.203,0,0.129,0.559,136.03,212116,4
Dilliwaali Girlfriend,2,Yeh Jawaani Hai Deewani,3W1XPf7mvuQcWQB7U7MbTM,0.687,0.941,6,-5.23,0,0.0583,2.93E-06,0.0697,0.909,138.048,260552,4
Balam Pichkari,2,Yeh Jawaani Hai Deewani,18e3XXYCv4Tx8uUl1mP3CN,0.732,0.944,0,-4.115,1,0.09,0,0.401,0.957,120.02,288903,4
Bom Diggy Diggy,2,Sonu Ke Titu Ki Sweety,1OACsTiYokI4NUgnMonSmt,0.782,0.827,11,-4.219,0,0.0627,0,0.226,0.498,104.032,238530,4
Tamma Tamma Again,2,Badrinath Ki Dulhania,5sqPE9h98DkO5ms20NUiUg,0.724,0.848,2,-4.724,1,0.0522,9.16E-05,0.104,0.781,123.02,199265,4
Gulaabo,2,Shaandaar,5hRXhmEuQW3SJwX94BBV6u,0.767,0.64,11,-6.626,1,0.152,4.39E-05,0.085,0.751,146.036,264418,4
"O Saki Saki (From ""Batla House"")",2,"O Saki Saki (From ""Batla House"")",4cFwhwH5ydnHgB0Tv3lZsm,0.737,0.961,10,-0.155,0,0.0747,0,0.361,0.567,108.014,191089,4
"Malang (Title Track) [From ""Malang - Unleash The Madness""]",2,"Malang (Title Track) [From ""Malang - Unleash The Madness""]",25MPTnqXQB1H6OkwSYUXWx,0.384,0.728,7,-6.503,0,0.0623,1.85E-05,0.329,0.311,156.396,287374,4
Kar Gayi Chull,2,The Badshah of Party Hits,3fPgIknlkDWXs1l2noKZbp,0.827,0.737,11,-5.473,0,0.0764,0.000322,0.211,0.873,121.99,187711,4
Abhi Toh Party Shuru Hui Hai,2,Khoobsurat,0rUN8ascPVT9iiLzC5ocPw,0.806,0.815,3,-5.373,0,0.0599,2.35E-05,0.586,0.678,129.999,179912,4
Nachde Ne Saare,2,Baar Baar Dekho (Original Motion Picture Soundtrack),4c8erEn1DjLoDp0CRLkNnq,0.82,0.907,7,-4.517,1,0.0607,4.85E-05,0.0816,0.834,126.062,194762,4
"Pyaar Tenu Karda Gabru (From ""Shubh Mangal Zyada Saavdhan"")",2,"Pyaar Tenu Karda Gabru (From ""Shubh Mangal Zyada Saavdhan"")",0OcVZqIer0LLu3K8sdU5Yb,0.808,0.901,1,-1.944,1,0.0907,0.000762,0.262,0.709,93.026,165582,4
"Nachange Saari Raat (feat. Neeraj Shridhar, Tulsi Kumar)",2,Junooniyat,1iF6lrJludTZmfgMgXPqSe,0.679,0.921,1,-4.416,0,0.0362,1.41E-06,0.0636,0.755,131.084,251514,4
Gallan Goodiyaan,2,Dil Dhadakne Do,7hNYvX0qAKrxtVr1jGDmvR,0.83,0.858,6,-3.18,0,0.0554,1.72E-05,0.0567,0.949,119.974,296500,4
Khalibali,2,Padmaavat,3JT0mVof65rIHpRZITwRx1,0.642,0.94,9,-5.274,1,0.102,0,0.0989,0.645,101.252,258894,3
"Malhari (From ""Bajirao Mastani"")",2,Bajirao Mastani (Original Motion Picture Soundtrack),7EvAlx0lOLbZgCKH50wnUU,0.507,0.932,1,-4.501,0,0.0762,0,0.302,0.311,114.961,244048,3
Oh Ho Ho Ho (Remix),2,Hindi Medium,3F0I9AkbRwz12yz7Hxn0bF,0.676,0.935,5,-3.499,0,0.0892,0,0.097,0.802,144.944,244417,4
Saturday Saturday,2,Humpty Sharma Ki Dulhania (Original Motion Picture Soundtrack),5L9gWUx3Ystgb42kn3AF0i,0.847,0.938,8,-4.615,1,0.0974,0,0.107,0.786,130.02,210799,4
"Ghungroo (From ""War"")",2,"Ghungroo (From ""War"")",0WdbnNKO0Jt4BZACSDQh44,0.695,0.727,6,-6.274,0,0.0323,0.000175,0.533,0.864,118.034,302935,4
Abhi Toh Party Shuru Hui Hai,2,Khoobsurat,0rUN8ascPVT9iiLzC5ocPw,0.806,0.815,3,-5.373,0,0.0599,2.35E-05,0.586,0.678,129.999,179912,4
"Mein Sharabi (From ""Cocktail"")",2,Cocktail,1EBFDh7NkQqI80564tQaUq,0.774,0.81,7,-8.247,1,0.0968,1.32E-06,0.0386,0.682,130.025,265846,4
"Mann Mera (From ""Table No. 21"")",2,Table No. 21,6k1f836hWD6F0ZehWTsyeQ,0.54,0.774,1,-7.873,0,0.0444,0,0.142,0.384,191.809,198125,4
Chak De India,2,Chak De India,6D3vmtskO4RbZP3bBIDY3X,0.755,0.894,4,-8.544,0,0.0993,1.55E-05,0.141,0.799,104.985,283951,4
Sunny Sunny,2,Yaariyan,6GwjeSBaJ7C8yZXklaXXY1,0.794,0.878,11,-7.502,0,0.078,0.029,0.197,0.352,129.978,243319,4
Dil Chahta Hai,2,Dil Chahta Hai,2r1CHpKRDdzHGJScn5UqjX,0.813,0.554,10,-9.105,1,0.04,1.23E-06,0.0629,0.782,103.953,310080,4
Chaiyya Chaiyya,2,Dil Se,7ItsQ8ow0xsBJSW8NdGH5v,0.788,0.675,2,-13.249,1,0.166,0,0.0731,0.558,90.001,414427,4
Taal Se Taal,2,Taal (Original Motion Picture Soundtrack),0MG4XuSIiwX5rmok4OvHBZ,0.682,0.532,7,-14.114,1,0.0969,0.000432,0.129,0.614,95.007,373005,4
Ramta Jogi,2,Taal (Original Motion Picture Soundtrack),1vP5twuVXFiInkDvv2815T,0.798,0.636,6,-10.524,1,0.0432,0,0.117,0.798,139.979,373451,4
Rang De Basanti,2,Rang De Basanti (Original Motion Picture Soundtrack),1SdFBc40uBU5Pqylo05VIC,0.848,0.925,7,-6.161,1,0.0767,0.104,0.209,0.69,105.006,363800,4
Masti Ki Paathshala,2,Rang De Basanti (Original Motion Picture Soundtrack),2cZ2Q33G9mkS8fIVKM591T,0.845,0.686,7,-6.728,1,0.0781,5.35E-05,0.129,0.874,146.954,219853,4
Jai Ho,2,Slumdog Millionaire - Music From The Motion Picture,4i3MgUew8ynhf49Qwr4IP4,0.733,0.795,9,-6.748,1,0.0609,0.0001,0.0989,0.299,136.977,319347,4
"Chhoti Si Aasha - Version, 1",2,Roja (Original Motion Picture Soundtrack),47U38LbRLzE76b6QOPZYtu,0.639,0.245,2,-15.25,1,0.0479,4.69E-06,0.1,0.524,172.05,297347,4
Matargashti,2,Tamasha (Original Motion Picture Soundtrack),3YAKWgfsdOFYsyQOfZMM7T,0.785,0.632,0,-6.726,1,0.0817,0,0.0742,0.668,100.02,328073,4
Masakali,2,Delhi 6 (Original Motion Picture Soundtrack),3V5liIJYv58r2IN6XLRvci,0.676,0.599,5,-8.355,0,0.0988,1.17E-06,0.0911,0.53,100.005,290888,4
Saadda Haq (feat. Orianthi Panagaris On Guitars),2,Rockstar,6ccrpAhoWRSOAsB2oVb3ao,0.561,0.881,6,-4.981,0,0.0491,1.64E-06,0.272,0.609,96.959,364670,4
Tu Hi Re - Bombay / Soundtrack Version,2,Bombay,6nwRC0UkS1MdOOMjcJsrbX,0.445,0.188,3,-13.885,1,0.0336,0,0.0958,0.357,99.718,435493,4
Ek Ho Gaye Hum Aur Tum - Bombay / Soundtrack Version,2,Bombay,6oRFw7tkc38QToqfoF7jVR,0.804,0.649,0,-10.564,1,0.106,1.01E-05,0.0319,0.817,95.037,315907,4
"Jeene Laga Hoon (From ""Ramaiya Vastavaiya"")",2,Ramaiya Vastavaiya (Original Motion Picture Soundtrack),11ZEzmgtjJhoMHTWGd5IRY,0.562,0.735,7,-7.924,0,0.0445,0.000204,0.177,0.537,90.057,231673,4
Chikni Chameli,2,Agneepath (Original Motion Picture Soundtrack),1vSXwYeKnzsVvekSpqVabx,0.693,0.956,1,-5.012,0,0.071,0,0.294,0.665,90.005,301587,4
Nagada Sang Dhol,2,Ram-Leela (Original Motion Picture Soundtrack),4ila6GeGBPGmJTGRoHOV5E,0.73,0.944,3,-3.48,0,0.164,0.00443,0.0354,0.657,113.309,273319,3
Uff Teri Adaa,2,Karthik Calling Karthik,0og9wKFGgFFNQnrBe7eisG,0.647,0.792,2,-9.815,1,0.0373,5.82E-05,0.054,0.306,132.032,304089,4
Dil Chahta Hai,2,Dil Chahta Hai,2r1CHpKRDdzHGJScn5UqjX,0.813,0.554,10,-9.105,1,0.04,1.23E-06,0.0629,0.782,103.953,310080,4
"Yun Hi Chala Chal (From ""Swades"")",2,Best Of Kailash Kher,2Q4PfYBPwVBONmzqrtBHFr,0.822,0.687,9,-8.167,1,0.0421,0,0.0609,0.816,106.47,446987,4
Socha Hai,2,Rock On,7IjnfuMNfdrAXbefurdIIR,0.593,0.773,2,-5.591,1,0.0339,0,0.117,0.561,133.975,246132,4
Nazrein Milaana Nazrein Churaana,2,Love Dose: Benny Dayal,6vGS2j6ou5AWu7wJYMQwuM,0.751,0.54,9,-7.942,1,0.0753,0.000224,0.102,0.9,110.015,234858,4
Khuda Jaane,2,Bachna Ae Haseeno,0gPgdRfB4jdGrlyXS0Vx78,0.382,0.632,8,-6.393,1,0.0411,0.000486,0.0922,0.716,78.936,333584,4
Badtameez Dil,2,Yeh Jawaani Hai Deewani,4eu27jAU2bbnyHUC3G75U8,0.806,0.932,2,-2.228,0,0.0684,0,0.216,0.792,106.021,252760,4
Dilliwaali Girlfriend,2,Yeh Jawaani Hai Deewani,3W1XPf7mvuQcWQB7U7MbTM,0.687,0.941,6,-5.23,0,0.0583,2.93E-06,0.0697,0.909,138.048,260552,4
Sooraj Ki Baahon Mein,2,Zindagi Na Milegi Dobara,723xQva0yBF7M6K3nDAG8R,0.855,0.553,11,-6.52,1,0.0331,5.19E-06,0.0942,0.874,124.922,202919,4
Char Baj Gaye - Party Abhi Baaki Hai,2,F.A.L.T.U (Original Motion Picture Soundtrack),1eFH9kh7L63Zb8FDqjbwZJ,0.95,0.694,10,-7.089,0,0.0516,1.93E-06,0.137,0.961,119.972,213880,4
"Tum Hi Ho Bandhu (From ""Cocktail"")",2,Cocktail,2zZTXtLqCsICzEcztKjn47,0.714,0.892,11,-5.342,0,0.0516,0.000817,0.0462,0.899,134.997,282012,4
Kar Gayi Chull,2,The Badshah of Party Hits,3fPgIknlkDWXs1l2noKZbp,0.827,0.737,11,-5.473,0,0.0764,0.000322,0.211,0.873,121.99,187711,4
Abhi Toh Party Shuru Hui Hai,2,Khoobsurat,0rUN8ascPVT9iiLzC5ocPw,0.806,0.815,3,-5.373,0,0.0599,2.35E-05,0.586,0.678,129.999,179912,4
Pappu Can't Dance,2,Jaane Tu... Ya Jaane Na,7MkhC2h8lDwyEfaKxf48cJ,0.668,0.746,1,-7.592,1,0.0603,0.00031,0.0773,0.485,119.696,264986,4
Slowly Slowly,2,Go Goa Gone (Original Motion Picture Soundtrack),2Z5IsY5dxdYZArJ1aYbaHZ,0.578,0.729,1,-9.814,1,0.0374,0.251,0.124,0.729,159.984,197960,4
"Ghungroo (From ""War"")",2,"Ghungroo (From ""War"")",0WdbnNKO0Jt4BZACSDQh44,0.695,0.727,6,-6.274,0,0.0323,0.000175,0.533,0.864,118.034,302935,4
Dil Hi Toh Hai,2,"Dil Hi Toh Hai (From ""The Sky Is Pink"")",0hpP2fBridGH2Bq6qmg9LM,0.482,0.694,0,-5.368,1,0.042,0,0.11,0.573,90.196,280496,4
Nashe Si Chadh Gayi,2,Befikre,0biC4TAblvLTLtJz4pXO,0.799,0.784,4,-5.207,0,0.0519,2.84E-06,0.227,0.26,96.953,237876,4
"Hungama Ho Gaya (From ""Queen"")",2,"Hungama Ho Gaya (From ""Queen"") - Single",4ZiH6RyMrw2vlgD6vrvzBd,0.624,0.847,8,-7.246,0,0.0455,0.202,0.284,0.507,138.059,271586,4
Naina Da Kya Kasoor,2,Andhadhun,4JQxGJ8jsKW8pOUVoAgOZr,0.845,0.659,9,-6.348,1,0.0373,0.0129,0.0782,0.547,125.965,210952,4
"Jai Jai Shivshankar (From ""War"")",2,"Jai Jai Shivshankar (From ""War"")",6lfSsCL894Qw15xbt7cSUy,0.825,0.904,5,-5.414,0,0.0787,1.21E-05,0.0715,0.528,129.036,230558,4
"Tum Hi Ho Bandhu (From ""Cocktail"")",2,Cocktail,2zZTXtLqCsICzEcztKjn47,0.714,0.892,11,-5.342,0,0.0516,0.000817,0.0462,0.899,134.997,282012,4
"Kudi Nu Nachne De (From ""Angrezi Medium"")",2,"Kudi Nu Nachne De (From ""Angrezi Medium"")",4YIhJmihoXwjtbY4vsV9Nh,0.834,0.688,9,-7.494,1,0.0653,0,0.174,0.876,117.949,172382,4
Koi Kahe Kehta Rahe,2,Dil Chahta Hai,5zKRKQwLVBT1WDJE7XJrnm,0.749,0.734,1,-7.058,1,0.0594,6.48E-06,0.108,0.652,131.975,346200,4
Dhoom Machale,2,Dhoom,2cYVtBHkrkk7F2qU2Y7Fn0,0.778,0.918,11,-5.023,0,0.12,0.000319,0.348,0.487,101.44,375118,4
Badri Ki Dulhania (Title Track),2,Badrinath Ki Dulhania,2xbvLQBFW7E9232BwMBljb,0.759,0.952,2,-2.837,1,0.123,0,0.0693,0.812,128.039,206859,4
Sweety Tera Drama,2,Bareilly Ki Barfi,5aXsYlFhJIOHCvxnna7jdP,0.769,0.852,5,-3.107,1,0.154,0,0.261,0.963,129.982,146983,4
Main Tera Boyfriend,2,Raabta,3InIAYQyi22mfV4g1T9Jkc,0.841,0.914,11,-3.917,0,0.0613,0,0.115,0.651,104.014,276153,4
Swag Se Swagat,2,Tiger Zinda Hai,2AjGLmuZK1fu21n1IpB9RU,0.825,0.559,1,-7.907,1,0.0722,0.000689,0.205,0.207,105.957,235944,4
Chandigarh Mein,2,"Chandigarh Mein (From ""Good Newwz"")",3Eb4VbsbXMpS5Mk9HWTDia,0.809,0.873,6,-2.455,0,0.0556,9.07E-06,0.0732,0.34,100.013,205200,4
Makhna,2,"Makhna (From ""Drive"")",0ZHILXmUaVSLEOCWxPQ1ga,0.696,0.704,1,-7.876,1,0.0423,0,0.155,0.426,124.972,183000,4
Chahun Main Ya Naa,2,Aashiqui 2,6UgcN95w7vQxkR8sEFmwHG,0.645,0.517,9,-6.708,0,0.0273,3.27E-06,0.0905,0.259,106.906,304900,4
Ghanan Ghanan,2,Lagaan (Original Motion Picture Soundtrack),6B3Fr3kIWOOde0dFZPNDFp,0.607,0.562,4,-9.388,0,0.33,0,0.101,0.41,171.804,371400,4
Ik Junoon (Paint It Red),2,Zindagi Na Milegi Dobara,7e6qTHVfRdaYsio90s1fHC,0.79,0.848,2,-7.798,1,0.0508,0.00147,0.148,0.641,127.034,299119,4
Aapka Kya Hoga (Dhanno),2,Housefull,5ogIZnw2wGLe4i69uqmESi,0.801,0.922,1,-6.562,1,0.114,0.000627,0.349,0.788,110.042,307363,4
Naagin,2,Naagin,7gAyu0od48mkaCw1laPKVC,0.807,0.5,9,-10.361,1,0.0581,8.73E-06,0.0967,0.243,97.09,157000,4
Mauja Hi Mauja,2,Jab We Met,2iXVckhPy7tP0wV9DvlrjZ,0.738,0.873,2,-5.659,1,0.107,0.0294,0.225,0.484,104.982,245100,4
Kya Karoon?,2,Wake Up Sid (Original Motion Picture Soundtrack),4Yp8zw7b35bheMVTp39o5O,0.594,0.548,9,-7.588,0,0.0267,0.00146,0.117,0.374,98.014,236160,4
Genda Phool,2,Delhi 6 (Original Motion Picture Soundtrack),2CPV1J9S3EooMBWbMvok98,0.733,0.358,10,-11.058,0,0.0946,5.46E-05,0.131,0.564,193.897,170411,4
Desi Girl,2,Dostana (Original Motion Picture Soundtrack),3Qpk2qHree1RTH5lZaKnEK,0.746,0.924,8,-6.057,1,0.0442,0.00279,0.097,0.807,136.051,306987,4
"Aankh Marey (From ""Simmba"")",3,"Aankh Marey (From ""Simmba"")",63MvWd6T6yoS7h4AJ4Hjrm,0.796,0.978,5,-1.266,0,0.0955,0.00254,0.346,0.8,129.999,212741,4
"Ghungroo (From ""War"")",3,"Ghungroo (From ""War"")",0WdbnNKO0Jt4BZACSDQh44,0.695,0.727,6,-6.274,0,0.0323,0.000175,0.533,0.864,118.034,302935,4
"Illegal Weapon 2.0 (From ""Street Dancer 3D"")",3,"Illegal Weapon 2.0 (From ""Street Dancer 3D"")",5fXslGZPI5Cco6PKHzlSL3,0.805,0.919,1,-1.294,1,0.0938,0.00343,0.0598,0.494,94.993,188606,4
"Muqabla (From ""Street Dancer 3D"")",3,"Muqabla (From ""Street Dancer 3D"")",28veUNu4veN0LOBVa0nFw8,0.804,0.913,0,-3.135,1,0.0933,2.84E-05,0.391,0.544,119.993,176125,4
Subha Hone Na De,3,Desi Boyz,6WediUhXDfm8FR3wlM0r3G,0.727,0.9,8,-4.529,1,0.0452,0.0464,0.154,0.505,131.97,288696,4
Sooraj Dooba Hain,3,Roy,48pyUxg9RYuwie5M9R7qRn,0.616,0.75,2,-4.629,1,0.0594,0,0.137,0.434,128.051,264854,4
"Coca Cola (From ""Luka Chuppi"")",3,"Coca Cola (From ""Luka Chuppi"")",352wEkChkiClswqwDoM0nj,0.722,0.867,0,-3.652,0,0.0904,0.0052,0.123,0.893,102.009,179225,4
Hookah Bar,3,Khiladi 786,4AoQVhME8Ko6LNm4lV2wwQ,0.73,0.656,11,-5.07,1,0.0294,0.00271,0.108,0.743,131.04,254351,4
The Jawaani Song,3,Student of the Year 2,3IzQc4KEAFd8lIc90X7FZr,0.71,0.801,7,-4.845,1,0.0896,0,0.0744,0.845,145.102,253161,4
Bang Bang,3,Bang Bang (Original Motion Picture Soundtrack),5R7HpWXej6SiCrd9YJsC5g,0.703,0.678,4,-8.644,0,0.0417,7.02E-05,0.496,0.694,120.051,320000,4
Dil Chori,3,Sonu Ke Titu Ki Sweety,6zojSFiUNySBy3Kd1JVCXb,0.765,0.89,5,-4.608,0,0.0824,0,0.0423,0.918,99.961,226696,4
Mehbooba,3,Fukrey Returns,7iJwXhzlwfhsPxHCwqyCX1,0.716,0.676,7,-4.762,1,0.0618,0.00234,0.289,0.402,98.01,179278,4
"Ankhiyon Se Goli Mare (From ""Pati Patni Aur Woh"")",3,"Ankhiyon Se Goli Mare (From ""Pati Patni Aur Woh"")",16NMvEYAus3qS1czInNNZl,0.818,0.972,2,-3.276,1,0.0802,3.72E-06,0.875,0.668,110.036,206913,4
Chittiyaan Kalaiyaan,3,Roy,6XjJXPP3UiGtAQpYkD01c0,0.793,0.887,7,-5.285,1,0.0954,6.39E-05,0.623,0.602,100.007,246100,4
Vele,3,Student of the Year (Original Motion Picture Soundtrack),31phvnfUfwzi0nf3dO814j,0.833,0.754,2,-7.555,1,0.0513,0,0.246,0.65,108.001,230547,4
The Humma Song,3,OK Jaanu (Original Motion Picture Soundtrack),7heMX7gyHP0mhTlNgd7Lxd,0.721,0.65,0,-6.95,0,0.136,0.000137,0.34,0.391,130.491,179658,5
"Psycho Saiyaan (From ""Saaho"")",3,"Psycho Saiyaan (From ""Saaho"")",3ZjMdVOWxQ53FKrmkgCv95,0.785,0.722,10,-2.604,0,0.158,4.24E-06,0.452,0.848,189.857,166461,4
Drama Queen,3,Hasee Toh Phasee (Original Motion Picture Soundtrack),7xxxQG1BupSnOBo4qId9kl,0.705,0.913,7,-6.709,1,0.0788,0,0.329,0.955,145.948,198747,4
Jigar Da Tukda,3,Ladies Vs Ricky Bahl,73s6UhNKUFlAxB0Rd0J66W,0.742,0.943,4,-3.726,0,0.0421,0.000374,0.0188,0.881,130.02,254511,4
First Class,3,Kalank,7s0qlp1ibUxVXLsOM0YWia,0.534,0.959,1,-3.67,0,0.361,0,0.354,0.751,187.576,276960,3
Laila Main Laila,3,Raees,6HQbaD0RomfUPO4KK866oI,0.623,0.924,4,-4.481,0,0.142,2.73E-06,0.557,0.506,135.968,306582,4
"Ankhiyon Se Goli Mare Returns (From ""Pati Patni Aur Woh"")",3,"Ankhiyon Se Goli Mare Returns (From ""Pati Patni Aur Woh"")",05RjRBgVRLQ9hx5go5AQVQ,0.751,0.975,2,-3.024,1,0.0941,2.20E-06,0.204,0.818,104.018,219491,4
Dil Dhadakne Do,3,Dil Dhadakne Do,3MzNYNwL7I4dhG4sa1VkK1,0.683,0.881,10,-3.943,0,0.0858,0,0.114,0.792,159.942,228375,4
Gal Mitthi Mitthi,3,Aisha (Original Motion Picture Soundtrack),4J9n7thOdqi8gxRGNyQoVC,0.906,0.699,0,-5.526,1,0.0462,0.0165,0.178,0.938,129.946,255907,4
"Lagdi Lahore Di (From ""Street Dancer 3D"")",3,"Lagdi Lahore Di (From ""Street Dancer 3D"")",5I2wbDvSI98HLVB42YO9sU,0.786,0.797,6,-4.063,1,0.0414,0,0.0861,0.453,95.014,215368,4
"Tere Naal Nachna (From ""Nawabzaade"")",3,"Tere Naal Nachna (From ""Nawabzaade"")",5DIt4eq2D6CZjX1s5jwrnP,0.912,0.677,0,-4.212,1,0.0713,0,0.0939,0.94,115.061,166615,4
The Jawaani Song,3,The Jawaani Song (Student of the Year 2),5beP0jhGEjYjd485eBczvZ,0.715,0.799,7,-4.897,1,0.0794,0,0.0651,0.851,145.021,253000,4
"BurjKhalifa (From ""Laxmii"")",3,"BurjKhalifa (From ""Laxmii"")",3ZVKI8jix6PjEFx2xFBFhz,0.759,0.899,10,-3.566,0,0.186,0,0.104,0.589,106.968,187570,4
